,Laptop Name,Processor,Ram,Orignal Price,Discounted Price,Total Reviews,Total Ratings,Avarage Rating,Image link
293,ASUS Vivobook 15 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,52990.0,38290.0,22.0,207.0,4.4,https://rukminim1.flixcart.com/image/312/312/kgfg2vk0/computer/e/j/f/asus-vivobook-laptop-original-imafwzf5e8awkm9x.jpeg?q=70
294,acer Aspire 3 Pentium Silver,Intel Pentium Silver Processor,8,36990.0,28490.0,2.0,7.0,4.0,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/m/3/k/a314-35-notebook-acer-original-imagg462zhhzd62a.jpeg?q=70
295,Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,55890.0,38990.0,1.0,7.0,4.4,https://rukminim1.flixcart.com/image/312/312/l01blow0/computer/g/a/6/ideapad-slim-i3-laptop-lenovo-original-imagbx2zpectzzkk.jpeg?q=70
296,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
297,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
298,Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U,AMD Ryzen 5 Quad Core Processor,8,58857.0,45999.0,226.0,1515.0,4.2,https://rukminim1.flixcart.com/image/312/312/ken59jk0/computer/j/7/8/lenovo-na-laptop-original-imafv9updfub9qcy.jpeg?q=70
299,DELL Inspiron Pentium Quad Core,Intel Pentium Quad Core Processor,4,43000.0,36000.0,18.0,123.0,4.2,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
300,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
301,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
302,ASUS Ryzen 5 Quad Core 3rd Gen,AMD Ryzen 5 Quad Core Processor (3rd Gen),8,57990.0,44500.0,0.0,3.0,1.7,https://rukminim1.flixcart.com/image/312/312/l1xwqkw0/computer/d/j/1/m515da-bq512ws-thin-and-light-laptop-asus-original-imagde6jzyvqru56.jpeg?q=70
303,DELL Inspiron 15 3000 Pentium Quad Core,Intel Pentium Quad Core Processor,4,24418.0,22990.0,186.0,1297.0,4.1,https://rukminim1.flixcart.com/image/312/312/jms25jk0/computer/n/n/t/dell-na-laptop-original-imaf9hu44qq6bgrg.jpeg?q=70
304,ASUS VivoBook 15 Core i3 7th Gen,Intel Core i3 Processor (7th Gen),4,38990.0,29990.0,1069.0,8372.0,3.9,https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70
305,Lenovo Ideapad S145 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,39956.0,36490.0,100.0,806.0,4.0,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/computer/s/b/z/lenovo-laptop-original-imafrhdughbghcek.jpeg?q=70
306,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
307,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
308,DELL Inspiron Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,48990.0,42980.0,26.0,236.0,4.1,https://rukminim1.flixcart.com/image/312/312/kgtqhe80/computer/h/a/y/dell-original-imafwyv9f2e52zzh.jpeg?q=70
309,Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,42705.0,36490.0,6.0,67.0,3.7,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/v/m/w/v15-iil-laptop-lenovo-original-imag6zenhnzvuhqf.jpeg?q=70
310,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
311,ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,63990.0,45990.0,3.0,44.0,4.6,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
312,DELL Vostro Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,46000.0,44500.0,10.0,83.0,4.4,https://rukminim1.flixcart.com/image/312/312/kffq2kw0/computer/s/h/w/dell-original-imafvwfmqup6fzfm.jpeg?q=70
313,Lenovo Ideapad S340 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,58490.0,42490.0,89.0,523.0,4.3,https://rukminim1.flixcart.com/image/312/312/k94j24w0/computer/z/f/p/lenovo-na-thin-and-light-laptop-original-imafqzdgma75wgxz.jpeg?q=70
314,acer Aspire 5 Core i5 11th Gen,Free upgrade to Windows 11 when available,None,54999.0,47130.0,61.0,557.0,4.0,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/v/n/z/aspire-5-thin-and-light-laptop-acer-original-imag57xyz4zxngmv.jpeg?q=70
315,HP Pentium Quad Core,Intel Pentium Quad Core Processor,4,26000.0,24943.0,563.0,2948.0,4.1,https://rukminim1.flixcart.com/image/312/312/computer/s/n/f/hp-notebook-original-imaepx7gjttjjdn2.jpeg?q=70
316,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
317,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
318,HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50892.0,46900.0,134.0,1461.0,4.3,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/s/z/b/-original-imagayc6ahrmg8y7.jpeg?q=70
319,DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58567.0,47490.0,34.0,388.0,4.3,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
320,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
321,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
322,Lenovo Ideapad 320 Core i3 6th Gen,Latest Laptop without Optical Disk Drive,None,30190.0,25490.0,646.0,5589.0,4.2,https://rukminim1.flixcart.com/image/312/312/jmz7csw0/computer/a/u/3/lenovo-na-laptop-original-imaf9ry4btbxnv4k.jpeg?q=70
323,Lenovo Ideapad Core i3 6th Gen,Intel Core i3 Processor (6th Gen),4,28990.0,26990.0,1078.0,6364.0,4.1,https://rukminim1.flixcart.com/image/312/312/j63x7rk0/computer/m/w/a/lenovo-na-laptop-original-imaewfhdwnxdzdhc.jpeg?q=70
324,Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,55424.0,38899.0,47.0,484.0,4.3,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/k/z/z/na-thin-and-light-laptop-lenovo-original-imag56ugmfkzgzkj.jpeg?q=70
325,Lenovo Ideapad 110 APU Quad Core A6 A6,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",None,0.0,26500.0,352.0,1638.0,3.9,https://rukminim1.flixcart.com/image/312/312/computer/3/s/u/lenovo-ideapad-notebook-original-imaehg9864dzgqtx.jpeg?q=70
326,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
327,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
328,ASUS Vivobook 11 Celeron Dual Core,Intel Celeron Dual Core Processor,4,28990.0,23890.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l0cr4i80/computer/i/h/d/e210ma-thin-and-light-laptop-asus-original-imagc5nj6sekuuhx.jpeg?q=70
329,Lenovo IdeaPad 3 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,56030.0,38899.0,40.0,572.0,4.3,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
330,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
331,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
332,CHUWI Celeron Quad Core,Intel Celeron Quad Core Processor,8,39990.0,27990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/8/y/gemibook-pro-laptop-chuwi-original-imaggbveczvfzjhx.jpeg?q=70
333,Lenovo Lenovo V15 Celeron Dual Core,Intel Celeron Dual Core Processor,4,36000.0,26505.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/computer/0/q/u/v15-thin-and-light-laptop-lenovo-original-imag6hn7sqxwg6h6.jpeg?q=70
334,Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,56590.0,38899.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kwtkxow0/computer/k/8/q/ideapad-3-laptop-lenovo-original-imag9ezknezhv66j.jpeg?q=70
335,HP Core i3 6th Gen,Intel Core i3 Processor (6th Gen),4,0.0,31529.0,3708.0,17648.0,4.2,https://rukminim1.flixcart.com/image/312/312/j0vb3bk0/computer/t/r/8/hp-notebook-original-imaesks2gzecngxg.jpeg?q=70
336,HP 15 Core i3 6th Gen,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",None,0.0,36163.0,535.0,3103.0,4.1,https://rukminim1.flixcart.com/image/312/312/j431rbk0/computer/t/h/p/hp-notebook-original-imaev2zfjqfpf3ng.jpeg?q=70
337,Lenovo Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,54999.0,38899.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kwqq1zk0/computer/o/l/o/82h8023bin-laptop-lenovo-original-imag9ckydvkgfnhh.jpeg?q=70
338,Lenovo Ideapad Slim 1 Celeron Dual Core,Intel Celeron Dual Core Processor,4,41890.0,26999.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kxqg2a80/computer/i/w/k/ideapad-slim-1-thin-and-light-laptop-lenovo-original-imaga4cbsxhdnsep.jpeg?q=70
339,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
340,Lenovo Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,49096.0,33999.0,29.0,216.0,4.2,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/computer/a/v/d/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7a2u2utbgmew.jpeg?q=70
341,HP 15 Core i3 6th Gen,Intel Core i3 Processor (6th Gen),4,0.0,30000.0,1452.0,8643.0,4.2,https://rukminim1.flixcart.com/image/312/312/j6v2ky80/computer/d/a/g/hp-na-laptop-original-imaex8fhspprkq3p.jpeg?q=70
342,ASUS Vivobook 11 Celeron Dual Core,Intel Celeron Dual Core Processor,4,28990.0,23990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/g/s/8/vivobook-11-e210ma-notebook-asus-original-imagcynhxehpsufx.jpeg?q=70
343,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
344,HP Ryzen 5 Quad Core,AMD Ryzen 5 Quad Core Processor,8,58500.0,46990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/computer/j/q/3/15s-laptop-hp-original-imagcbebgsrnvqxg.jpeg?q=70
345,ASUS EeeBook 12 Celeron Dual Core,Intel Celeron Dual Core Processor,4,28990.0,20990.0,4.0,51.0,3.6,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/w/y/7/-original-imageuecxufgrnab.jpeg?q=70
346,Lenovo Celeron Dual Core 4th Gen,Intel Celeron Dual Core Processor (4th Gen),4,40490.0,30999.0,11.0,80.0,4.1,https://rukminim1.flixcart.com/image/312/312/kwtkxow0/computer/k/8/q/ideapad-3-laptop-lenovo-original-imag9ezknezhv66j.jpeg?q=70
347,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
348,DELL Athlon Dual Core,AMD Athlon Dual Core Processor,8,47489.0,35990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/computer/f/5/a/inspiron-3511-laptop-dell-original-imagfjser6futeje.jpeg?q=70
349,Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,41414.0,33499.0,13.0,119.0,3.9,https://rukminim1.flixcart.com/image/312/312/kgtqhe80/computer/b/g/y/lenovo-na-laptop-original-imafwzb7fhzfxht4.jpeg?q=70
350,acer Aspire 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,49999.0,41500.0,0.0,23.0,4.3,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/screen-guard/screen-guard/t/u/j/acer-aspire-3-intel-core-i3-15-6-inch-inch-screen-guards-original-imagg4zyxxuwqfhv.jpeg?q=70
351,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
352,HP Core i3 6th Gen,Intel Core i3 Processor (6th Gen),4,0.0,31041.0,3708.0,17648.0,4.2,https://rukminim1.flixcart.com/image/312/312/computer/s/n/f/hp-notebook-original-imaepx7gjttjjdn2.jpeg?q=70
353,Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,57990.0,38899.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kwqq1zk0/computer/u/m/g/81wv01d1in-laptop-lenovo-original-imag9cj4r9t9htkz.jpeg?q=70
354,Mi Notebook 14 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,46359.0,44999.0,236.0,2235.0,4.4,https://rukminim1.flixcart.com/image/312/312/koixwnk0/computer/9/p/x/na-thin-and-light-laptop-mi-original-imag2ygskfu3zew5.jpeg?q=70
355,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
356,Lenovo Ideapad S145 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,39390.0,30990.0,291.0,2337.0,3.8,https://rukminim1.flixcart.com/image/312/312/kd4uj680/computer/r/r/w/lenovo-original-imafu3hbjwhdrqxm.jpeg?q=70
357,DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,56000.0,44800.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
358,Lenovo Ryzen 5 Hexa Core 5th Gen,AMD Ryzen 5 Hexa Core Processor (5th Gen),8,65999.0,48699.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/l/z/ideapad-3-laptop-lenovo-original-imaghqt4mzkhhznu.jpeg?q=70
359,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
360,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
361,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
362,Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,63790.0,48500.0,108.0,1046.0,4.4,https://rukminim1.flixcart.com/image/312/312/ksj9dow0/computer/t/u/y/na-thin-and-light-laptop-lenovo-original-imag6345xr8bmahm.jpeg?q=70
363,Lenovo Ideapad 330 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),4,59590.0,43989.0,0.0,5.0,4.4,https://rukminim1.flixcart.com/image/312/312/jms25jk0/computer/q/8/j/lenovo-na-laptop-original-imaf8fgfrezhkhua.jpeg?q=70
364,MSI Modern 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,55990.0,41990.0,20.0,159.0,4.3,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70
365,HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250,AMD Ryzen 3 Dual Core Processor,8,44912.0,37184.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/6/z/k/hp-laptop-255-g8-notebook-notebook-hp-original-imagf6hthg9zbxug.jpeg?q=70
366,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
367,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
368,HP 14s Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,45800.0,44900.0,575.0,5399.0,4.4,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/v/r/y/hp-original-imaftyzqzbyerzgt.jpeg?q=70
369,acer Aspire 3 Celeron Dual Core,Intel Celeron Dual Core Processor,8,34990.0,26990.0,4.0,16.0,4.4,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/m/3/k/a314-35-notebook-acer-original-imagg462zhhzd62a.jpeg?q=70
370,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
371,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
372,Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,62190.0,38799.0,0.0,23.0,4.3,https://rukminim1.flixcart.com/image/312/312/kyeqjrk0/computer/7/y/p/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imagan8fyuhycybv.jpeg?q=70
373,HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,59000.0,42900.0,54.0,419.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/k/0/-original-imagdus5mrsgjepa.jpeg?q=70
374,Lenovo Thinkpad Ryzen 5 Hexa Core 5600U,AMD Ryzen 5 Hexa Core Processor,8,78400.0,47000.0,6.0,44.0,4.5,https://rukminim1.flixcart.com/image/312/312/ktuewsw0/computer/3/u/j/e14-amd-gen-3-thin-and-light-laptop-lenovo-original-imag73utqsnfzf6f.jpeg?q=70
375,ASUS Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8,69500.0,48500.0,3.0,27.0,4.4,https://rukminim1.flixcart.com/image/312/312/klscivk0/computer/d/f/d/x415jf-ek522ts-thin-and-light-laptop-asus-original-imagyufa2sywf9ub.jpeg?q=70
376,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
377,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
378,Lenovo Ryzen 5 Hexa Core 5th Gen,AMD Ryzen 5 Hexa Core Processor (5th Gen),8,69999.0,48699.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/l/z/ideapad-3-laptop-lenovo-original-imaghqt4mzkhhznu.jpeg?q=70
379,Lenovo Ideapad Slim3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,57290.0,43899.0,168.0,1160.0,4.4,https://rukminim1.flixcart.com/image/312/312/kpvivm80/computer/o/z/d/na-thin-and-light-laptop-lenovo-original-imag4yhhhzdgghca.jpeg?q=70
380,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
381,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
382,ASUS Vivobook 15 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,56990.0,38900.0,0.0,16.0,3.9,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/s/r/z/vivobook15-thin-and-light-laptop-asus-original-imag6eyabh3w846p.jpeg?q=70
383,Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,59998.0,38899.0,0.0,6.0,4.8,https://rukminim1.flixcart.com/image/312/312/kxgfzbk0/computer/i/5/c/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imag9wgqaeb7nvuz.jpeg?q=70
384,Lenovo V15 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,50250.0,34990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/w/a/q/v15-thin-and-light-laptop-lenovo-original-imag7wnrx4zfy6ar.jpeg?q=70
385,HP Chromebook Celeron Quad Core,Intel Celeron Quad Core Processor,4,33578.0,33000.0,3.0,23.0,3.7,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
386,ASUS Vivobook 15 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,43990.0,27990.0,30.0,349.0,4.2,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
387,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
388,ASUS Ryzen 3 Dual Core 7th Gen,AMD Ryzen 3 Dual Core Processor (7th Gen),8,49500.0,35100.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l51d30w0/computer/c/h/c/vivobook-15-laptop-asus-original-imagft9sxbkgnzy4.jpeg?q=70
389,DELL Athlon Dual Core 3050U,AMD Athlon Dual Core Processor,4,41500.0,38499.0,20.0,154.0,4.2,https://rukminim1.flixcart.com/image/312/312/ksqeky80/computer/1/z/l/inspiron-3505-thin-and-light-laptop-dell-original-imag68m27j2zz3t5.jpeg?q=70
